customer_id,first_purchase_date,last_purchase_date,total_quantity,recency,frequency,monetary,life_time
11621,2021-11-05,2021-12-22,7,12,3,122.22999999999999,59
11622,2021-07-21,2021-07-21,2,166,1,18.549999999999997,166
11623,2021-10-15,2021-10-15,1,80,1,7.44,80
11624,2021-10-26,2021-12-20,5,14,2,39.4,69
11625,2021-09-11,2021-12-19,9,15,5,90.25,114
11626,2021-11-10,2021-11-18,6,46,3,20.14,54
11627,2021-09-13,2021-09-13,2,112,1,10.81,112
11628,2021-09-03,2021-12-24,2,10,2,9.280000000000001,122
11629,2021-09-23,2021-09-23,1,102,1,19.88,102
11630,2021-09-18,2021-10-23,3,72,2,25.55,107
11632,2021-10-12,2021-10-12,3,83,1,17.38,83
11633,2021-10-25,2021-10-25,2,70,1,11.11,70
11634,2021-12-01,2021-12-01,301,33,1,30.44,33
11635,2021-09-20,2021-09-20,1,105,1,41.62,105
11636,2021-12-04,2021-12-04,1,30,1,5.62,30
11637,2021-07-18,2021-07-18,2,169,1,16.08,169
11638,2021-12-14,2021-12-14,2,20,1,7.09,20
11639,2021-08-19,2021-08-19,2,137,1,10.37,137
11640,2021-09-01,2021-12-05,5,29,3,45.07,124
11641,2021-09-19,2021-11-05,2,59,2,12,106
11642,2021-09-16,2021-09-24,2,101,2,11.69,109
11644,2021-08-31,2021-08-31,4,125,1,7.05,125
11645,2021-06-28,2021-10-26,5,69,3,55.51,189
11646,2021-11-12,2021-12-15,11,19,3,178.38,52
11647,2021-08-21,2021-08-21,5,135,1,66.18,135
11648,2021-12-18,2021-12-18,1,16,1,12.45,16
11649,2021-07-26,2021-10-04,10,91,3,59.699999999999996,161
11650,2021-09-01,2021-09-20,4,105,3,79.31,124
11651,2021-06-25,2021-06-25,8,192,1,246.72,192
11652,2021-08-23,2021-08-23,1,133,1,11.69,133
11653,2021-12-08,2021-12-08,3,26,1,15.36,26
11654,2021-10-29,2021-10-29,1,66,1,3,66
11655,2021-09-24,2021-12-11,8,23,3,53.57,101
11656,2021-10-05,2021-10-05,89,90,1,244.97,90
11657,2021-08-22,2021-08-22,1,134,1,5.88,134
11658,2021-10-10,2021-12-19,8,15,3,73.92,85
11659,2021-08-08,2021-11-23,13,41,7,143.8,148
11660,2021-07-22,2021-07-22,1,165,1,2.06,165
11661,2021-11-14,2021-11-14,1,50,1,9,50
11662,2021-08-26,2021-08-26,1,130,1,7.43,130
11663,2021-10-18,2021-10-18,1,77,1,7.43,77
11664,2021-11-17,2021-11-17,1,47,1,1.72,47
11665,2021-06-16,2021-06-16,1,201,1,8.05,201
11666,2021-11-01,2021-11-01,2,63,1,6.640000000000001,63
11667,2021-12-18,2021-12-18,5,16,1,38.519999999999996,16
11668,2021-07-10,2021-12-14,4,20,4,25.63,177
11669,2021-12-29,2021-12-29,1,5,1,9.21,5
11670,2021-08-11,2021-08-11,2,145,1,19.14,145
11671,2021-08-07,2021-12-03,3,31,3,17.66,149
11672,2021-07-13,2021-12-29,12,5,5,49.56,174
11673,2021-11-10,2021-11-10,1,54,1,9.35,54
11674,2021-07-25,2021-07-25,6,162,1,5.359999999999999,162
11675,2021-10-10,2021-10-20,2,75,2,10.7,85
11676,2021-06-09,2021-12-28,8,6,5,54.82,208
11677,2021-07-09,2021-10-21,3,74,2,21.25,178
11678,2021-07-04,2021-07-04,4,183,1,5.17,183
11679,2021-10-30,2021-10-30,2,65,1,13.62,65
11680,2021-09-22,2021-09-22,1,103,1,31.66,103
11681,2021-10-07,2022-01-01,3,2,3,25.2,88
11682,2021-07-17,2021-07-17,1,170,1,10.57,170
11683,2021-10-24,2021-10-24,1,71,1,2.11,71
11684,2021-10-23,2021-12-04,8,30,2,37.18,72
11685,2021-11-16,2021-11-16,1,48,1,10.3,48
11686,2021-12-13,2021-12-13,102,21,1,13.29,21
11687,2021-08-09,2021-08-09,1,147,1,10.88,147
11688,2021-09-04,2021-12-09,18,25,4,153.08,121
11689,2021-09-19,2021-09-19,3,106,1,19.42,106
11690,2021-11-20,2021-11-20,2,44,1,20.35,44
11691,2021-07-15,2021-12-19,9,15,4,211.91,172
11692,2021-09-05,2021-12-03,7,31,4,33.17,120
11693,2021-12-21,2021-12-21,3,13,1,14.45,13
11694,2021-10-29,2021-10-29,60,66,1,6,66
11695,2021-08-14,2021-08-14,1,142,1,6.81,142
11696,2021-08-15,2021-08-15,1,141,1,4.02,141
11697,2021-10-24,2021-10-24,2,71,1,7.15,71
11698,2021-07-07,2021-11-25,25,39,5,128.81,180
11699,2021-11-20,2021-11-20,3,44,1,58.43,44
11700,2021-06-15,2021-09-14,5,111,3,30.68,202
11701,2021-11-09,2021-11-09,1,55,1,6.69,55
11702,2021-10-04,2021-10-04,2,91,1,46.44,91
11703,2021-11-17,2021-11-17,1,47,1,4.5,47
11704,2021-06-16,2021-06-16,1,201,1,7.17,201
11705,2021-07-09,2021-11-05,6,59,3,65.39,178
11706,2021-09-05,2021-09-05,3,120,1,6.16,120
11707,2021-09-06,2021-09-06,4,119,1,44.85,119
11708,2021-11-13,2021-12-24,4,10,2,21.39,51
11709,2021-10-25,2021-10-25,14,70,1,271.8,70
11710,2021-12-23,2021-12-23,1,11,1,2.43,11
11711,2021-10-29,2021-12-03,5,31,4,31.990000000000002,66
11712,2021-12-20,2021-12-20,6,14,1,13.48,14
11713,2021-12-18,2021-12-18,4,16,1,45.19,16
11714,2021-11-24,2021-11-24,2,40,1,27.36,40
11715,2021-09-28,2021-09-28,2,97,1,33.22,97
11716,2021-10-02,2021-11-26,7,38,2,275.24,93
11717,2021-09-30,2021-09-30,3,95,1,24.87,95
11718,2021-12-23,2021-12-23,6,11,1,43.78,11
11719,2021-10-16,2021-10-16,1,79,1,4.63,79
11720,2021-11-28,2021-11-28,1,36,1,28.18,36
11721,2021-10-12,2021-12-06,3,28,2,23.57,83
11722,2021-12-10,2021-12-10,3,24,1,24.04,24
11723,2021-09-30,2021-12-22,3,12,2,19.490000000000002,95
11724,2021-12-05,2021-12-05,1,29,1,2.5,29
11725,2021-10-12,2021-10-12,2,83,1,37.12,83
11726,2021-12-23,2021-12-23,1,11,1,7.38,11
11727,2021-09-18,2021-09-18,1,107,1,3.41,107
11728,2021-07-15,2021-07-15,1,172,1,10.23,172
11729,2021-11-18,2021-12-31,5,3,3,33.04,46
11730,2021-12-09,2021-12-23,7,11,3,229.02,25
11731,2021-12-08,2021-12-08,7,26,1,5.85,26
11732,2021-09-10,2021-09-10,1,115,1,9.35,115
11733,2021-07-05,2021-07-05,1,182,1,4.57,182
11734,2021-11-01,2021-11-01,1,63,1,57.51,63
11735,2021-09-08,2021-09-08,1,117,1,15.15,117
11736,2021-07-17,2021-07-17,1,170,1,19.63,170
11737,2021-12-29,2021-12-29,1,5,1,11.65,5
11738,2021-08-26,2021-08-26,2,130,1,13.69,130
11739,2021-11-11,2021-11-11,4,53,1,38.22,53
11740,2021-06-18,2021-06-18,2,199,1,2.5,199
11741,2021-08-20,2021-08-20,2,136,1,21.09,136
11742,2021-07-11,2021-07-11,2,176,1,10.620000000000001,176
11743,2021-11-26,2021-11-26,1,38,1,10.12,38
11744,2021-06-29,2021-07-13,4,174,2,31.08,188
11745,2021-08-25,2021-12-29,15,5,6,104.66,131
11746,2021-08-17,2021-08-17,1,139,1,2.11,139
11747,2021-07-09,2021-07-09,1,178,1,5.56,178
11748,2021-07-10,2021-07-10,1,177,1,37.38,177
11749,2021-11-09,2021-11-19,3,45,2,13.98,55
11750,2021-12-22,2021-12-28,4,6,2,14.8,12
11751,2021-11-28,2021-11-28,2,36,1,13.21,36
11752,2021-12-22,2021-12-22,1,12,1,10.85,12
11753,2021-07-19,2021-07-23,13,164,2,23.65,168
11754,2021-07-19,2021-11-20,3,44,3,22.310000000000002,168
11755,2021-12-02,2021-12-02,4,32,1,21.37,32
11756,2021-10-08,2021-12-07,10,27,3,35.07,87
11757,2021-05-25,2021-05-25,2,223,1,7.36,223
11758,2021-11-18,2021-11-18,1,46,1,3.74,46
11759,2021-06-03,2021-06-03,1,214,1,13.93,214
11760,2021-12-23,2021-12-31,3,3,2,15.72,11
11761,2021-11-14,2021-11-14,1,50,1,11.01,50
11762,2021-12-04,2021-12-04,3,30,1,17.810000000000002,30
11763,2021-12-07,2021-12-28,3,6,2,28.23,27
11764,2021-12-16,2021-12-16,1,18,1,6.25,18
11765,2021-09-20,2021-09-20,2,105,1,11.530000000000001,105
11766,2021-09-16,2021-09-16,1,109,1,12.48,109
11767,2021-09-08,2021-09-08,3,117,1,26.87,117
11768,2021-09-09,2021-12-20,8,14,4,79.23,116
11769,2021-12-17,2021-12-17,1,17,1,11.75,17
11770,2021-12-23,2021-12-29,2,5,2,19.98,11
11771,2021-12-04,2021-12-04,3,30,1,22.130000000000003,30
11772,2021-12-05,2021-12-05,3,29,1,10.67,29
11774,2021-12-11,2021-12-11,3,23,1,15.39,23
11775,2022-01-01,2022-01-01,2,2,1,6.529999999999999,2
11776,2021-11-05,2021-11-05,1,59,1,2.71,59
11777,2021-12-11,2021-12-11,3,23,1,16.98,23
11778,2021-10-31,2021-11-04,5,60,3,30.26,64
11779,2021-11-11,2021-12-08,10,26,4,63.99,53
11780,2021-12-24,2021-12-24,1,10,1,5.66,10
11781,2021-11-30,2021-11-30,6,34,1,36.31,34
11782,2021-12-01,2021-12-01,4,33,1,30.06,33
11783,2021-11-06,2021-11-06,3,58,1,39.629999999999995,58
11784,2021-12-06,2021-12-06,1,28,1,3.42,28
11785,2021-12-21,2021-12-21,1,13,1,5.79,13
11786,2021-10-29,2021-10-29,1,66,1,22.07,66
11787,2021-12-15,2021-12-15,2,19,1,3.87,19
11788,2021-11-05,2021-11-05,1,59,1,12.21,59
11789,2022-01-01,2022-01-01,2,2,1,16.36,2
11790,2021-12-16,2021-12-16,2,18,1,44.63,18
11791,2021-12-20,2021-12-20,1,14,1,3.41,14
11792,2021-11-13,2021-11-13,3,51,1,21.29,51
11793,2021-10-22,2021-10-22,1,73,1,4.84,73
11794,2021-12-12,2021-12-12,1,22,1,2.04,22
11795,2021-10-23,2021-11-05,2,59,2,22.840000000000003,72
11796,2021-11-02,2021-11-02,1,62,1,5.61,62
11797,2021-10-13,2021-12-30,103,4,3,15.17,82
11798,2021-12-24,2021-12-24,7,10,1,48.14,10
11799,2021-10-22,2021-10-22,2,73,1,99.66000000000001,73
11800,2021-10-15,2021-11-11,5,53,3,26.01,80
11801,2021-06-17,2021-06-17,1,200,1,8.19,200
11802,2021-08-19,2021-08-19,4,137,1,22.09,137
11803,2021-09-19,2021-09-19,12,106,1,98.49,106
11804,2021-07-31,2021-11-22,3,42,2,28.55,156
11805,2021-05-17,2021-11-19,7,45,3,70.75,231
11806,2021-07-20,2021-07-20,5,167,1,20.599999999999998,167
11807,2021-08-21,2021-08-21,2,135,1,11.379999999999999,135
11808,2021-07-08,2021-11-03,6,61,2,198.78,179
11809,2021-09-10,2021-09-10,13,115,1,152.89000000000001,115
11810,2021-07-12,2021-07-12,2,175,1,12.190000000000001,175
11811,2021-04-10,2021-07-20,7,167,4,52.86,268
11812,2021-04-15,2021-12-23,18,11,9,107.83,263
11813,2021-06-17,2021-11-09,8,55,2,63.69,200
11814,2021-09-19,2021-12-15,8,19,2,28.6,106
11815,2021-08-06,2021-08-06,2,150,1,17.65,150
11816,2021-12-10,2021-12-10,1,24,1,7.9,24
11817,2021-05-11,2021-12-21,5,13,5,124.94,237
11818,2021-10-23,2021-10-23,1,72,1,7.02,72
11819,2021-11-28,2021-11-28,1,36,1,3.76,36
11820,2021-06-01,2021-06-01,2,216,1,8.530000000000001,216
11821,2021-05-26,2021-08-26,2,130,2,24.509999999999998,222
11822,2021-04-16,2021-04-16,1,262,1,15.38,262
11823,2021-11-08,2021-11-08,2,56,1,15.91,56
11824,2021-04-14,2021-04-14,2,264,1,6.74,264
11825,2021-08-10,2021-08-10,2,146,1,19.75,146
11826,2021-10-09,2021-10-09,3,86,1,13.290000000000001,86
11827,2021-12-31,2021-12-31,1,3,1,1.77,3
11828,2021-10-09,2021-10-09,1,86,1,12.75,86
11829,2021-07-30,2021-12-14,6,20,2,22.61,157
11830,2021-04-07,2021-10-28,11,67,5,113.16,271
11831,2021-04-12,2021-12-22,20,12,11,143.96,266
11832,2021-05-06,2021-11-25,48,39,12,412.90000000000003,242
11833,2021-07-19,2021-08-13,3,143,2,23.509999999999998,168
11834,2021-07-22,2021-07-22,1,165,1,6.75,165
11835,2021-05-10,2021-11-15,15,49,6,130.78,238
11836,2021-07-27,2021-07-27,1,160,1,7.12,160
11837,2021-07-17,2021-07-17,1,170,1,6.44,170
11838,2021-04-12,2021-04-12,2,266,1,14.73,266
11839,2021-05-04,2021-12-05,3,29,2,29.65,244
11840,2021-05-11,2021-05-11,2,237,1,25.86,237
11841,2021-04-03,2021-04-24,7,254,2,66.41,275
11842,2021-05-03,2021-12-08,21,26,8,208.16,245
11843,2021-05-12,2021-05-12,5,236,1,65.73,236
11844,2021-12-14,2021-12-14,3,20,1,15.059999999999999,20
11845,2021-05-01,2021-05-01,1,247,1,6.35,247
11846,2021-11-10,2021-11-10,1,54,1,4,54
11847,2021-04-26,2021-04-26,1,252,1,7.23,252
11848,2021-10-11,2021-10-11,2,84,1,7.51,84
11849,2021-05-22,2021-12-22,25,12,10,249.57999999999998,226
11850,2021-04-17,2021-10-05,3,90,2,29.14,261
11851,2021-05-18,2021-05-18,1,230,1,8.38,230
11852,2021-05-15,2021-05-15,1,233,1,3.15,233
11853,2021-04-12,2021-11-08,17,56,9,347.21,266
11854,2021-10-08,2021-12-16,2,18,2,10.95,87
11855,2021-11-21,2021-11-21,2,43,1,10.73,43
11856,2021-09-20,2021-09-20,1,105,1,15.88,105
11857,2021-09-18,2021-11-15,7,49,2,114.98,107
11858,2021-05-16,2021-05-26,7,222,2,23.8,232
11859,2021-07-22,2021-12-31,19,3,5,136.22,165
11860,2021-10-21,2021-10-21,3,74,1,12.55,74
11861,2021-11-28,2021-11-28,2,36,1,15.8,36
11862,2021-04-16,2021-11-26,25,38,7,256.46,262
11863,2021-05-13,2021-06-03,6,214,3,31.439999999999998,235
11864,2021-08-13,2021-09-08,5,117,2,44.35,143
11865,2021-05-12,2021-12-11,17,23,8,97.33,236
11866,2021-08-18,2021-08-18,1,138,1,17.1,138
11867,2021-07-14,2021-07-14,2,173,1,90.44,173
11868,2021-11-18,2021-11-18,4,46,1,17.22,46
11869,2021-04-23,2021-04-23,1,255,1,6.07,255
11870,2021-04-27,2021-12-08,13,26,8,227.35,251
11871,2021-06-28,2021-06-28,5,189,1,31.41,189
11872,2021-04-12,2021-04-12,1,266,1,6.35,266
11873,2021-04-08,2021-06-26,2,191,2,4.3,270
11874,2021-06-04,2021-06-04,1,213,1,36.08,213
11875,2021-12-24,2021-12-24,2,10,1,18.75,10
11876,2021-04-24,2021-12-13,14,21,9,99.32000000000001,254
11877,2021-09-13,2021-10-02,3,93,2,28.42,112
11878,2021-10-23,2021-12-18,2,16,2,10.24,72
11879,2021-08-07,2021-08-07,1,149,1,4.57,149
11880,2021-07-11,2021-10-10,4,85,2,24.240000000000002,176
11881,2021-04-15,2021-10-28,6,67,4,19.94,263
11882,2021-06-12,2021-06-12,1,205,1,7.23,205
11883,2021-06-09,2021-06-21,4,196,2,11.9,208
11884,2021-04-29,2021-04-29,7,249,1,30.31,249
11885,2021-09-06,2021-09-06,3,119,1,29.73,119
11886,2021-08-12,2021-12-16,9,18,4,128.57,144
11887,2021-10-16,2021-10-16,3,79,1,10.450000000000001,79
11888,2021-04-24,2021-06-05,5,212,2,15.94,254
11889,2021-04-15,2021-10-27,16,68,8,111.64,263
11890,2021-11-04,2021-11-04,1,60,1,6.55,60
11891,2021-06-08,2021-11-05,7,59,3,40.75,209
11892,2021-06-04,2021-06-25,3,192,2,22.3,213
11893,2021-09-14,2021-10-07,4,88,2,29.75,111
11894,2021-10-25,2021-10-25,4,70,1,15.73,70
11895,2021-09-13,2021-09-13,2,112,1,7.93,112
11896,2021-05-19,2021-12-14,5,20,4,94.62,229
11897,2021-04-13,2021-10-03,6,92,4,58.38,265
11898,2021-09-21,2021-12-02,4,32,2,23.38,104
11899,2021-12-22,2021-12-22,1,12,1,6.75,12
11900,2021-04-04,2021-08-19,7,137,4,15.94,274
11901,2021-04-09,2021-10-22,3,73,2,12.3,269
11902,2021-05-07,2021-11-21,8,43,2,26.56,241
11903,2021-05-07,2021-07-01,6,186,2,51.04,241
11904,2021-05-07,2021-11-01,18,63,12,131.87,241
11905,2021-05-07,2021-10-08,27,87,2,70.5,241
11906,2021-05-07,2021-11-05,41,59,8,139.73,241
11907,2021-05-25,2021-12-25,15,9,6,69.06,223
11908,2021-05-07,2021-12-28,13,6,5,116.69,241
11909,2021-05-29,2021-11-30,34,34,14,159.27,219
11910,2021-05-07,2021-06-07,2,210,2,26.68,241
11911,2021-05-08,2021-05-08,3,240,1,15.48,240
11912,2021-05-08,2021-12-20,29,14,8,255.14,240
11913,2021-09-30,2021-12-20,16,14,3,91.36,95
11914,2021-05-29,2021-12-28,13,6,4,58.3,219
11915,2021-10-05,2021-12-08,15,26,4,63.12,90
11916,2021-06-17,2021-10-20,8,75,7,85.95,200
11917,2021-06-11,2021-11-23,14,41,5,117.87,206
11918,2021-05-10,2021-12-11,3,23,2,23.27,238
11919,2021-10-16,2022-01-01,26,2,7,179.59,79
11920,2021-06-24,2021-07-19,4,168,2,25.61,193
11921,2021-05-08,2021-05-08,1,240,1,5.38,240
11922,2021-05-08,2021-05-08,3,240,1,8.04,240
11923,2021-05-08,2021-05-08,3,240,1,45.72,240
11924,2021-06-03,2021-12-10,17,24,9,102.11,214
11925,2021-05-08,2021-05-08,1,240,1,4.91,240
11926,2021-05-08,2021-12-11,22,23,8,208.41,240
11927,2021-05-08,2021-05-08,1,240,1,8.5,240
11928,2021-05-08,2021-11-06,5,58,2,37.519999999999996,240
11929,2021-05-08,2021-05-08,1,240,1,4.4,240
11930,2021-05-08,2021-12-23,11,11,8,117.37,240
11931,2021-05-12,2021-05-12,1,236,1,5.73,236
11932,2021-05-08,2021-09-24,8,101,2,23.4,240
11933,2021-05-08,2021-09-04,20,121,3,36.27,240
11934,2021-05-08,2021-05-08,1,240,1,13.29,240
11935,2021-08-18,2021-12-02,8,32,3,19.07,138
11936,2021-12-07,2021-12-21,2,13,2,10.1,27
11937,2021-05-08,2021-05-08,2,240,1,3.44,240
11938,2021-05-08,2021-05-08,1,240,1,1.98,240
11939,2021-05-08,2021-11-23,10,41,4,107.76,240
11940,2021-07-06,2021-12-03,4,31,2,33.41,181
11941,2021-06-20,2021-11-13,6,51,3,37.68,197
11942,2021-07-31,2021-12-29,10,5,5,57.48,156
11943,2021-05-25,2021-10-08,3,87,2,24.599999999999998,223
11944,2021-05-10,2021-05-10,1,238,1,4.91,238
11945,2021-05-10,2021-06-29,4,188,2,34.56,238
11946,2021-05-10,2021-05-10,1,238,1,5.61,238
11947,2021-05-10,2021-12-13,9,21,3,138.45999999999998,238
11948,2021-05-10,2021-11-29,78,35,19,1014.16,238
11949,2021-05-10,2021-10-08,25,87,9,247.32999999999998,238
11950,2021-05-09,2021-05-09,3,239,1,52.86,239
11951,2021-09-29,2021-09-29,1,96,1,5.52,96
11952,2021-05-10,2021-12-20,14,14,6,109.47,238
11953,2021-08-31,2021-10-21,11,74,2,86.02,125
11954,2021-05-10,2021-12-27,19,7,10,142,238
11955,2021-05-10,2021-11-01,5,63,3,40.67,238
11956,2021-05-10,2021-05-10,1,238,1,16.12,238
11957,2021-05-10,2021-10-17,4,78,3,26.529999999999998,238
11958,2021-05-10,2021-05-10,1,238,1,9.35,238
11959,2021-05-10,2021-06-14,5,203,2,73.11,238
11960,2021-05-10,2021-12-04,10,30,7,94.46000000000001,238
11961,2021-10-26,2021-11-02,7,62,2,5.18,69
11962,2021-05-10,2021-11-22,8,42,8,58.57,238
11963,2021-05-10,2021-05-10,1,238,1,2.06,238
11964,2021-05-10,2021-12-13,106,21,9,220.69,238
11965,2021-05-10,2021-06-09,2,208,2,16.23,238
11966,2021-05-10,2021-12-20,52,14,14,480.62,238
11967,2021-05-17,2021-09-03,6,122,3,20.45,231
11968,2021-12-21,2021-12-21,1,13,1,6.25,13
11969,2021-05-10,2021-09-14,2,111,2,27.35,238
11970,2021-05-10,2021-09-20,3,105,2,15.78,238
11971,2021-05-10,2021-12-31,16,3,8,108.03,238
11972,2021-05-10,2021-11-20,13,44,8,112.43,238
11973,2021-07-05,2021-12-31,5,3,2,71.62,182
11974,2021-07-15,2021-07-30,2,157,2,21.990000000000002,172
11975,2021-08-17,2021-08-17,2,139,1,17.049999999999997,139
11976,2021-05-10,2021-05-10,1,238,1,5.38,238
11977,2021-05-20,2021-11-23,3,41,3,11.370000000000001,228
11978,2021-05-11,2021-05-11,2,237,1,15.66,237
11979,2021-05-19,2021-11-27,14,37,3,78.72,229
11980,2021-08-10,2021-11-13,8,51,3,88.39,146
11981,2021-05-11,2021-08-24,27,132,6,188.62,237
11982,2021-05-11,2021-05-11,3,237,1,18.86,237
11983,2021-05-11,2021-05-11,3,237,1,28.65,237
11984,2021-05-11,2021-11-20,13,44,5,96.83,237
11985,2021-07-07,2021-12-06,12,28,5,46.11,180
11986,2021-06-09,2021-06-09,2,208,1,7.33,208
11987,2021-07-17,2021-09-20,4,105,2,25.18,170
11988,2021-09-12,2021-12-19,5,15,4,29.07,113
11989,2021-11-22,2021-11-22,2,42,1,17.31,42
11990,2021-06-28,2021-07-22,6,165,2,55.480000000000004,189
11991,2021-05-11,2021-12-14,11,20,5,42.550000000000004,237
11992,2021-05-11,2021-07-01,2,186,2,15.59,237
11993,2021-05-23,2021-10-18,6,77,3,63.13,225
11994,2021-05-11,2021-09-30,3,95,2,25.189999999999998,237
11995,2021-05-11,2021-05-11,5,237,1,38.449999999999996,237
11996,2021-05-11,2021-05-11,1,237,1,9.63,237
11997,2021-05-11,2021-12-17,39,17,11,279.95,237
11998,2021-05-11,2021-12-14,14,20,8,106.94,237
11999,2021-05-11,2021-10-04,7,91,5,100.89,237
12000,2021-05-11,2021-05-24,2,224,2,12.11,237
12001,2021-05-11,2021-05-13,2,235,2,15.809999999999999,237
12002,2021-06-28,2021-12-10,4,24,2,87.03999999999999,189
12003,2021-05-20,2021-10-08,11,87,4,110.66,228
12004,2021-05-12,2021-10-10,44,85,22,109.6,236
12005,2021-05-11,2021-12-02,16,32,7,110.06,237
12006,2021-05-11,2021-11-14,3,50,2,23.2,237
12007,2021-05-11,2021-12-30,7,4,4,61.98,237
12008,2021-06-02,2021-11-11,18,53,5,122.2,215
12009,2021-06-29,2021-12-31,41,3,15,372.33,188
12010,2021-07-23,2021-12-04,5,30,3,27.169999999999998,164
12011,2021-07-12,2021-07-12,2,175,1,21.5,175
12012,2021-07-20,2021-07-20,7,167,1,71.38,167
12013,2021-05-15,2021-12-21,10,13,5,64.09,233
12014,2021-07-30,2021-12-24,4,10,3,54.64,157
12015,2021-05-12,2021-12-11,4,23,2,58.49,236
12016,2021-10-17,2021-12-03,6,31,3,24.65,78
12017,2021-05-12,2021-12-13,5,21,2,49.410000000000004,236
12018,2021-05-12,2021-11-10,13,54,3,123.42999999999999,236
12019,2021-05-12,2021-11-03,4,61,2,29.92,236
12020,2021-10-25,2021-12-20,3,14,3,17.740000000000002,70
12021,2021-07-07,2021-12-21,110,13,10,60.48,180
12022,2021-05-12,2021-05-12,4,236,1,47.54,236
12023,2021-05-12,2021-05-12,1,236,1,6.75,236
12024,2021-05-12,2021-12-08,6,26,5,54.56,236
12025,2021-05-12,2021-11-12,27,52,8,126.58,236
12026,2021-05-12,2021-09-15,5,110,3,38.32,236
12027,2021-12-21,2021-12-21,6,13,1,20.39,13
12028,2021-05-12,2021-05-12,1,236,1,2.11,236
12029,2021-07-29,2021-11-13,18,51,4,117.84,158
12030,2021-07-13,2021-12-29,11,5,4,157.06,174
12031,2021-05-12,2021-10-25,28,70,6,185.9,236
12032,2021-05-12,2021-05-12,2,236,1,9.469999999999999,236
12033,2021-05-12,2021-07-09,3,178,2,9.97,236
12034,2021-05-12,2021-12-08,26,26,8,122.41,236
12035,2021-05-12,2021-12-09,18,25,5,72.64,236
12036,2021-05-12,2021-12-07,59,27,17,595.95,236
12037,2021-05-12,2021-05-12,1,236,1,6.92,236
12038,2021-05-12,2021-05-12,1,236,1,23.05,236
12039,2021-05-12,2021-12-23,8,11,7,41.46,236
12040,2021-05-12,2021-05-12,2,236,1,21.69,236
12041,2021-05-12,2021-11-10,12,54,6,52.47,236
12042,2021-07-22,2021-12-13,7,21,3,253.14,165
12043,2021-07-28,2021-12-19,91,15,8,92.85,159
12044,2021-08-07,2021-11-30,4,34,3,15.81,149
12045,2021-10-01,2021-10-01,2,94,1,29.02,94
12046,2021-11-26,2021-11-26,1,38,1,7.43,38
12047,2021-05-12,2021-06-17,9,200,4,50.7,236
12048,2021-10-23,2021-11-21,2,43,2,5.85,72
12049,2021-05-14,2021-11-27,4,37,2,63.79,234
12050,2021-10-09,2021-10-09,1,86,1,10.12,86
12051,2021-06-23,2021-11-17,10,47,8,85.61,194
12052,2021-06-24,2021-12-13,8,21,6,53.17,193
12053,2021-06-15,2021-12-28,11,6,7,100.52,202
12054,2021-06-02,2021-12-08,11,26,7,91.07000000000001,215
12055,2021-08-06,2021-12-22,11,12,6,52.71,150
12056,2021-06-09,2021-06-09,2,208,1,26.57,208
12057,2021-05-13,2021-12-09,16,25,6,354.45,235
12058,2021-06-21,2021-11-08,10,56,4,43.6,196
12059,2021-08-03,2021-08-03,2,153,1,9.11,153
12060,2021-05-15,2021-10-10,24,85,7,153.86,233
12061,2021-05-15,2021-12-22,3,12,3,52.37,233
12062,2021-06-06,2021-08-08,3,148,2,14.89,211
12063,2021-05-26,2021-11-29,49,35,11,606.67,222
12064,2021-06-10,2021-12-12,6,22,5,35.980000000000004,207
12065,2021-05-13,2021-06-16,3,201,2,24.44,235
12066,2021-05-13,2021-09-29,7,96,4,69.68,235
12067,2021-05-13,2021-11-15,7,49,5,37.629999999999995,235
12068,2021-05-13,2021-05-13,3,235,1,21.41,235
12069,2021-05-13,2021-06-07,2,210,2,12.360000000000001,235
12070,2021-05-13,2021-11-07,13,57,5,86.1,235
12071,2021-05-13,2021-12-20,12,14,6,94.81,235
12072,2021-05-13,2021-10-06,7,89,5,45.5,235
12073,2021-06-30,2021-06-30,1,187,1,4.5,187
12074,2021-05-13,2021-12-03,7,31,5,92.06,235
12075,2021-05-13,2021-05-13,5,235,1,17.72,235
12076,2021-05-13,2021-12-06,18,28,5,90.81,235
12077,2021-05-13,2021-08-23,7,133,4,86.84,235
12078,2021-05-13,2021-12-04,3,30,2,24.98,235
12079,2021-05-13,2021-09-24,2,101,2,17.939999999999998,235
12080,2021-05-13,2021-10-30,10,65,6,163.07,235
12081,2021-05-13,2021-05-29,3,219,2,16.85,235
12082,2021-05-13,2021-05-13,1,235,1,3.41,235
12083,2021-05-13,2021-10-06,3,89,2,19.509999999999998,235
12084,2021-05-13,2021-12-23,7,11,3,72.74,235
12085,2021-05-13,2021-11-18,9,46,5,113.21,235
12086,2021-05-13,2021-10-27,16,68,9,178.46,235
12087,2021-06-09,2021-12-14,5,20,3,36.51,208
12088,2021-06-22,2021-10-14,17,81,4,153.59,195
12089,2021-06-30,2021-12-23,29,11,9,271.19,187
12090,2021-05-13,2021-11-24,3,40,3,21.95,235
12091,2021-05-13,2021-12-21,42,13,22,238.48,235
12092,2021-05-13,2021-05-13,1,235,1,6.35,235
12093,2021-05-13,2021-07-21,10,166,4,46.65,235
12094,2021-05-13,2021-12-02,20,32,7,163.89,235
12095,2021-05-13,2021-12-20,20,14,6,230.69,235
12096,2021-05-13,2021-05-13,1,235,1,4.44,235
